item_id,From,Count,Date,Level,VIP
10007,Store1,10,9/29/2017,10,1
30009,Store1,10,9/29/2017,11,0
10006,Store1,43,9/29/2017,11,1
20001,Store2,1,9/29/2017,3,0
20002,Store2,1,9/29/2017,3,1
20003,Store2,2,9/29/2017,4,0
30008,Store2,8,9/29/2017,4,1
30002,Store2,5,9/29/2017,5,0
30004,Store2,5,9/29/2017,5,1
30004,Store2,1,9/29/2017,6,0
20007,Store2,15,9/29/2017,6,1
30006,Store2,22,9/29/2017,7,1
20003,Store2,5,9/29/2017,8,0
20007,Store2,26,9/29/2017,8,1
20005,Store2,10,9/29/2017,9,1
30005,Store2,1,9/29/2017,10,0
10009,Store2,10,9/29/2017,10,1
10006,Store2,1,9/29/2017,11,0
30008,Store2,65,9/29/2017,11,1
10001,Store1,1,9/30/2017,1,0
20002,Store1,1,9/30/2017,2,0
10002,Store1,2,9/30/2017,3,1
20007,Store1,14,9/30/2017,11,1
20001,Store2,55,9/30/2017,1,0
20001,Store2,6,9/30/2017,1,1
20001,Store2,59,9/30/2017,2,0
20003,Store2,11,9/30/2017,2,1
20001,Store2,1,9/30/2017,3,0
20006,Store2,20,9/30/2017,3,1
30003,Store2,6,9/30/2017,4,1
30004,Store2,11,9/30/2017,5,1
10003,Store2,24,9/30/2017,6,1
30004,Store2,6,9/30/2017,7,1
20008,Store2,4,9/30/2017,8,1
10008,Store2,6,9/30/2017,9,1
10006,Store2,2,9/30/2017,10,1
10009,Store2,1,9/30/2017,11,0
20009,Store2,27,9/30/2017,11,1
30001,Store1,1,9/30/2017,2,0
30001,Store1,2,9/30/2017,2,1
20007,Store1,20,9/30/2017,9,1
10006,Store1,10,9/30/2017,11,1
30001,Store2,54,9/30/2017,2,0
30001,Store2,43,9/30/2017,2,1
20001,Store2,11,9/30/2017,3,0
20002,Store2,15,9/30/2017,3,1
20006,Store2,8,9/30/2017,4,1
30004,Store2,1,9/30/2017,5,0
20007,Store2,7,9/30/2017,5,1
10003,Store2,4,9/30/2017,6,1
10005,Store2,4,9/30/2017,7,1
30009,Store2,3,9/30/2017,8,1
20007,Store2,8,9/30/2017,9,1
10007,Store2,4,9/30/2017,10,1
20006,Store2,5,9/30/2017,11,1
10004,Store1,1,9/30/2017,3,1
10005,Store1,10,9/30/2017,9,1
20009,Store1,10,9/30/2017,11,1
30001,Store2,7,9/30/2017,1,0
10001,Store2,48,9/30/2017,2,0
20001,Store2,26,9/30/2017,2,1
20003,Store2,6,9/30/2017,3,0
10007,Store2,31,9/30/2017,3,1
10004,Store2,1,9/30/2017,4,0
10009,Store2,10,9/30/2017,4,1
30007,Store2,12,9/30/2017,5,1
30004,Store2,19,9/30/2017,6,1
10008,Store2,29,9/30/2017,7,1
20005,Store2,1,9/30/2017,8,0
10004,Store2,2,9/30/2017,8,1
30005,Store2,3,9/30/2017,9,1
30007,Store2,2,9/30/2017,10,1
10007,Store2,23,9/30/2017,11,1
20009,Store1,10,9/30/2017,11,0
30003,Store2,3,9/30/2017,2,1
20001,Store2,2,9/30/2017,3,0
30007,Store2,5,9/30/2017,4,1
30005,Store2,2,9/30/2017,5,1
30007,Store2,20,9/30/2017,6,1
10006,Store2,1,9/30/2017,7,1
10006,Store2,6,9/30/2017,8,1
10005,Store2,6,9/30/2017,9,1
10007,Store2,1,9/30/2017,10,1
10009,Store2,19,9/30/2017,11,1
20007,Store1,10,9/30/2017,11,1
20001,Store2,1,9/30/2017,2,1
20004,Store2,14,9/30/2017,3,1
20003,Store2,1,9/30/2017,4,0
30003,Store2,6,9/30/2017,4,1
20008,Store2,10,9/30/2017,5,1
20003,Store2,10,9/30/2017,6,1
30008,Store2,3,9/30/2017,7,1
10008,Store2,2,9/30/2017,8,1
10007,Store2,5,9/30/2017,9,1
10008,Store2,5,9/30/2017,10,1
10008,Store2,7,9/30/2017,11,1
20006,Store1,20,9/30/2017,11,1
20002,Store2,1,9/30/2017,2,0
20003,Store2,1,9/30/2017,2,1
20002,Store2,1,9/30/2017,3,0
20002,Store2,4,9/30/2017,3,1
10004,Store2,1,9/30/2017,4,0
30003,Store2,6,9/30/2017,4,1
10005,Store2,1,9/30/2017,5,0
10009,Store2,10,9/30/2017,5,1
20002,Store2,1,9/30/2017,6,0
10003,Store2,15,9/30/2017,6,1
30006,Store2,6,9/30/2017,7,1
10009,Store2,16,9/30/2017,8,1
30005,Store2,15,9/30/2017,9,1
30009,Store2,20,9/30/2017,10,1
10008,Store2,12,9/30/2017,11,1
10006,Sale1,16,9/30/2017,6,1
10006,Sale1,8,9/30/2017,8,1
30005,Sale1,16,9/30/2017,9,1
30007,Sale1,104,9/30/2017,11,1
10008,Store1,10,9/30/2017,6,1
10005,Store1,3,9/30/2017,9,1
10008,Store1,10,9/30/2017,10,1
30009,Store1,23,9/30/2017,11,1
20001,Store2,1,9/30/2017,2,0
20003,Store2,8,9/30/2017,3,0
20006,Store2,11,9/30/2017,3,1
10002,Store2,2,9/30/2017,4,0
30003,Store2,10,9/30/2017,4,1
30004,Store2,3,9/30/2017,5,0
10004,Store2,10,9/30/2017,5,1
30005,Store2,1,9/30/2017,6,0
30009,Store2,23,9/30/2017,6,1
20006,Store2,9,9/30/2017,7,1
30008,Store2,34,9/30/2017,8,1
30007,Store2,8,9/30/2017,9,1
30009,Store2,3,9/30/2017,10,1
10008,Store2,1,9/30/2017,11,0
20008,Store2,78,9/30/2017,11,1
30003,Sale1,8,9/30/2017,6,1
10007,Sale1,16,9/30/2017,8,1
10006,Sale1,8,9/30/2017,9,1
30008,Sale1,120,9/30/2017,11,1
10002,Store1,1,9/30/2017,5,0
10009,Store1,10,9/30/2017,8,1
20006,Store1,13,9/30/2017,10,1
30008,Store1,72,9/30/2017,11,1
20002,Store2,3,9/30/2017,3,0
30003,Store2,10,9/30/2017,3,1
10002,Store2,2,9/30/2017,4,0
30005,Store2,8,9/30/2017,4,1
30003,Store2,1,9/30/2017,5,0
30006,Store2,17,9/30/2017,5,1
20007,Store2,16,9/30/2017,6,1
20004,Store2,5,9/30/2017,7,1
10009,Store2,55,9/30/2017,8,1
10006,Store2,9,9/30/2017,9,1
10009,Store2,9,9/30/2017,10,1
30007,Store2,33,9/30/2017,11,1
20001,Store1,3,10/1/2017,1,0
10001,Store1,2,10/1/2017,2,0
10002,Store1,2,10/1/2017,2,1
10001,Store1,2,10/1/2017,3,0
20006,Store1,2,10/1/2017,6,1
20008,Store1,50,10/1/2017,11,1
20001,Store2,163,10/1/2017,1,0
20001,Store2,17,10/1/2017,1,1
20002,Store2,123,10/1/2017,2,0
20001,Store2,54,10/1/2017,2,1
20003,Store2,14,10/1/2017,3,0
20003,Store2,29,10/1/2017,3,1
30002,Store2,6,10/1/2017,4,0
30007,Store2,20,10/1/2017,4,1
20009,Store2,33,10/1/2017,5,1
20003,Store2,2,10/1/2017,6,0
30004,Store2,28,10/1/2017,6,1
20007,Store2,17,10/1/2017,7,1
20004,Store2,39,10/1/2017,8,1
10005,Store2,14,10/1/2017,9,1
10008,Store2,7,10/1/2017,10,1
30009,Store2,59,10/1/2017,11,1
20002,Store1,1,10/1/2017,2,0
20003,Store1,2,10/1/2017,3,0
10003,Store1,1,10/1/2017,3,1
10006,Store1,1,10/1/2017,6,1
30009,Store1,74,10/1/2017,11,1
10001,Store2,168,10/1/2017,2,0
20002,Store2,104,10/1/2017,2,1
20002,Store2,17,10/1/2017,3,0
10006,Store2,48,10/1/2017,3,1
10004,Store2,3,10/1/2017,4,0
30003,Store2,21,10/1/2017,4,1
10002,Store2,4,10/1/2017,5,0
20004,Store2,12,10/1/2017,5,1
10007,Store2,5,10/1/2017,6,1
10006,Store2,7,10/1/2017,7,1
10004,Store2,26,10/1/2017,8,1
10007,Store2,29,10/1/2017,9,1
10008,Store2,16,10/1/2017,10,1
20008,Store2,60,10/1/2017,11,1
30009,Store1,1,10/1/2017,3,1
20009,Store1,34,10/1/2017,11,1
20001,Store2,19,10/1/2017,1,0
20002,Store2,1,10/1/2017,1,1
20001,Store2,139,10/1/2017,2,0
30005,Store2,71,10/1/2017,2,1
20002,Store2,22,10/1/2017,3,0
10002,Store2,56,10/1/2017,3,1
20003,Store2,3,10/1/2017,4,0
20007,Store2,45,10/1/2017,4,1
10004,Store2,1,10/1/2017,5,0
30008,Store2,22,10/1/2017,5,1
20005,Store2,2,10/1/2017,6,0
30004,Store2,30,10/1/2017,6,1
30006,Store2,4,10/1/2017,7,1
30008,Store2,11,10/1/2017,8,1
30007,Store2,18,10/1/2017,9,1
10006,Store2,1,10/1/2017,10,0
30008,Store2,27,10/1/2017,10,1
20008,Store2,49,10/1/2017,11,1
30004,Store1,1,10/1/2017,2,1
20007,Store1,2,10/1/2017,6,1
20008,Store1,25,10/1/2017,11,1
20002,Store2,1,10/1/2017,2,0
20002,Store2,2,10/1/2017,2,1
20002,Store2,4,10/1/2017,3,0
10005,Store2,30,10/1/2017,3,1
20003,Store2,1,10/1/2017,4,0
20003,Store2,7,10/1/2017,4,1
30004,Store2,4,10/1/2017,5,1
30009,Store2,8,10/1/2017,6,1
10007,Store2,12,10/1/2017,7,1
10007,Store2,9,10/1/2017,8,1
10006,Store2,3,10/1/2017,9,1
30009,Store2,6,10/1/2017,10,1
30008,Store2,15,10/1/2017,11,1
10009,Store1,1,10/1/2017,6,1
20006,Store1,22,10/1/2017,11,1
20005,Store2,1,10/1/2017,2,1
10002,Store2,5,10/1/2017,3,0
30002,Store2,5,10/1/2017,3,1
10004,Store2,3,10/1/2017,4,0
30003,Store2,20,10/1/2017,4,1
30005,Store2,17,10/1/2017,5,1
30003,Store2,12,10/1/2017,6,1
30009,Store2,8,10/1/2017,7,1
10005,Store2,6,10/1/2017,8,1
20005,Store2,11,10/1/2017,9,1
20005,Store2,10,10/1/2017,10,1
30008,Store2,29,10/1/2017,11,1
10004,Store1,3,10/1/2017,7,1
10007,Store1,62,10/1/2017,11,1
30001,Store2,3,10/1/2017,2,1
30003,Store2,6,10/1/2017,3,0
30003,Store2,17,10/1/2017,3,1
20002,Store2,5,10/1/2017,4,0
30004,Store2,20,10/1/2017,4,1
30003,Store2,35,10/1/2017,5,1
30008,Store2,43,10/1/2017,6,1
30007,Store2,11,10/1/2017,7,1
30007,Store2,1,10/1/2017,8,0
10005,Store2,16,10/1/2017,8,1
30005,Store2,12,10/1/2017,9,1
10007,Store2,5,10/1/2017,10,1
20007,Store2,81,10/1/2017,11,1
20003,Sale1,8,10/1/2017,3,1
30004,Sale1,16,10/1/2017,4,1
20005,Sale1,8,10/1/2017,5,1
20006,Sale1,24,10/1/2017,6,1
30004,Sale1,40,10/1/2017,7,1
10007,Sale1,80,10/1/2017,8,1
20005,Sale1,56,10/1/2017,9,1
10008,Sale1,88,10/1/2017,10,1
10008,Sale1,336,10/1/2017,11,1
20001,Store1,1,10/1/2017,2,0
30002,Store1,1,10/1/2017,3,0
10003,Store1,12,10/1/2017,5,1
30006,Store1,10,10/1/2017,6,1
20004,Store1,13,10/1/2017,8,1
20005,Store1,10,10/1/2017,10,1
20006,Store1,208,10/1/2017,11,1
20003,Store2,2,10/1/2017,2,1
20003,Store2,16,10/1/2017,3,0
30007,Store2,34,10/1/2017,3,1
20003,Store2,15,10/1/2017,4,0
30004,Store2,30,10/1/2017,4,1
10005,Store2,5,10/1/2017,5,0
20008,Store2,35,10/1/2017,5,1
30004,Store2,1,10/1/2017,6,0
30004,Store2,46,10/1/2017,6,1
20004,Store2,2,10/1/2017,7,0
20004,Store2,29,10/1/2017,7,1
10009,Store2,58,10/1/2017,8,1
10008,Store2,36,10/1/2017,9,1
30004,Store2,1,10/1/2017,10,0
30009,Store2,28,10/1/2017,10,1
10006,Store2,1,10/1/2017,11,0
20006,Store2,119,10/1/2017,11,1
20002,Sale1,8,10/1/2017,3,1
30006,Sale1,16,10/1/2017,4,1
20004,Sale1,8,10/1/2017,5,1
20009,Sale1,24,10/1/2017,6,1
30007,Sale1,40,10/1/2017,7,1
10005,Sale1,72,10/1/2017,8,1
10009,Sale1,56,10/1/2017,9,1
10005,Sale1,88,10/1/2017,10,1
20008,Sale1,320,10/1/2017,11,1
10002,Store1,2,10/1/2017,4,1
10007,Store1,16,10/1/2017,5,1
20004,Store1,4,10/1/2017,6,1
20006,Store1,10,10/1/2017,7,1
10008,Store1,21,10/1/2017,8,1
10006,Store1,4,10/1/2017,9,1
10007,Store1,11,10/1/2017,10,1
20007,Store1,217,10/1/2017,11,1
20003,Store2,3,10/1/2017,3,0
20004,Store2,4,10/1/2017,3,1
10004,Store2,8,10/1/2017,4,0
20007,Store2,39,10/1/2017,4,1
30004,Store2,4,10/1/2017,5,0
30006,Store2,53,10/1/2017,5,1
20002,Store2,5,10/1/2017,6,0
10004,Store2,35,10/1/2017,6,1
10004,Store2,26,10/1/2017,7,1
30006,Store2,1,10/1/2017,8,0
10005,Store2,30,10/1/2017,8,1
20008,Store2,58,10/1/2017,9,1
10009,Store2,21,10/1/2017,10,1
20006,Store2,1,10/1/2017,11,0
20009,Store2,105,10/1/2017,11,1
10006,Sale2,0,10/1/2017,4,1
20002,Store1,4,10/2/2017,2,0
30006,Store1,1,10/2/2017,2,1
30001,Store1,1,10/2/2017,3,0
30002,Store1,12,10/2/2017,3,1
10008,Store1,21,10/2/2017,6,1
10007,Store1,32,10/2/2017,10,1
20009,Store1,10,10/2/2017,11,1
10001,Store2,185,10/2/2017,1,0
20003,Store2,18,10/2/2017,1,1
20002,Store2,183,10/2/2017,2,0
20001,Store2,64,10/2/2017,2,1
10001,Store2,25,10/2/2017,3,0
20003,Store2,48,10/2/2017,3,1
20003,Store2,3,10/2/2017,4,0
30006,Store2,25,10/2/2017,4,1
30004,Store2,1,10/2/2017,5,0
30007,Store2,27,10/2/2017,5,1
30004,Store2,2,10/2/2017,6,0
30005,Store2,57,10/2/2017,6,1
30006,Store2,2,10/2/2017,7,0
10006,Store2,39,10/2/2017,7,1
10008,Store2,23,10/2/2017,8,1
20005,Store2,12,10/2/2017,9,1
20006,Store2,11,10/2/2017,10,1
10007,Store2,74,10/2/2017,11,1
10002,Store1,5,10/2/2017,2,0
20006,Store1,2,10/2/2017,2,1
20001,Store1,1,10/2/2017,3,0
20003,Store1,10,10/2/2017,3,1
20006,Store1,2,10/2/2017,4,1
30003,Store1,30,10/2/2017,6,1
10009,Store1,20,10/2/2017,8,1
30009,Store1,20,10/2/2017,10,1
20006,Store1,20,10/2/2017,11,1
20001,Store2,2,10/2/2017,1,0
20001,Store2,184,10/2/2017,2,0
20004,Store2,129,10/2/2017,2,1
20002,Store2,39,10/2/2017,3,0
20005,Store2,58,10/2/2017,3,1
20002,Store2,2,10/2/2017,4,0
20004,Store2,16,10/2/2017,4,1
30005,Store2,2,10/2/2017,5,0
30003,Store2,9,10/2/2017,5,1
30003,Store2,2,10/2/2017,6,0
30008,Store2,16,10/2/2017,6,1
20008,Store2,8,10/2/2017,7,1
10004,Store2,19,10/2/2017,8,1
20009,Store2,61,10/2/2017,9,1
20006,Store2,17,10/2/2017,10,1
20006,Store2,70,10/2/2017,11,1
20001,Store1,2,10/2/2017,2,0
20001,Store1,1,10/2/2017,2,1
30004,Store1,1,10/2/2017,4,0
30005,Store1,10,10/2/2017,6,1
10009,Store1,10,10/2/2017,8,1
10008,Store1,10,10/2/2017,10,1
20006,Store1,10,10/2/2017,11,1
10001,Store2,10,10/2/2017,1,0
30007,Store2,2,10/2/2017,1,1
20001,Store2,205,10/2/2017,2,0
20006,Store2,107,10/2/2017,2,1
20002,Store2,32,10/2/2017,3,0
20002,Store2,71,10/2/2017,3,1
20003,Store2,6,10/2/2017,4,0
30005,Store2,28,10/2/2017,4,1
20005,Store2,1,10/2/2017,5,0
20005,Store2,13,10/2/2017,5,1
30006,Store2,2,10/2/2017,6,0
30006,Store2,23,10/2/2017,6,1
30005,Store2,16,10/2/2017,7,1
10009,Store2,14,10/2/2017,8,1
10005,Store2,5,10/2/2017,9,1
30004,Store2,1,10/2/2017,10,0
30007,Store2,22,10/2/2017,10,1
10004,Store2,1,10/2/2017,11,0
10009,Store2,51,10/2/2017,11,1
20001,Store1,1,10/2/2017,2,0
20008,Store1,1,10/2/2017,9,1
10006,Store1,20,10/2/2017,10,1
20008,Store1,11,10/2/2017,11,1
20002,Store2,3,10/2/2017,2,0
30001,Store2,5,10/2/2017,2,1
20002,Store2,3,10/2/2017,3,0
20007,Store2,4,10/2/2017,3,1
30003,Store2,6,10/2/2017,4,0
30008,Store2,13,10/2/2017,4,1
10005,Store2,4,10/2/2017,5,1
30004,Store2,18,10/2/2017,6,1
30009,Store2,6,10/2/2017,7,1
10004,Store2,29,10/2/2017,8,1
10007,Store2,6,10/2/2017,9,1
10006,Store2,1,10/2/2017,10,0
10007,Store2,5,10/2/2017,10,1
20007,Store2,22,10/2/2017,11,1
30006,Store1,10,10/2/2017,3,1
30009,Store1,20,10/2/2017,6,1
30009,Store1,1,10/2/2017,9,1
20005,Store1,21,10/2/2017,10,1
10009,Store1,13,10/2/2017,11,1
20003,Store2,1,10/2/2017,2,1
10003,Store2,6,10/2/2017,3,0
30009,Store2,13,10/2/2017,3,1
20002,Store2,2,10/2/2017,4,0
20006,Store2,17,10/2/2017,4,1
30008,Store2,13,10/2/2017,5,1
20003,Store2,4,10/2/2017,6,1
30003,Store2,1,10/2/2017,7,0
30006,Store2,3,10/2/2017,7,1
30004,Store2,15,10/2/2017,8,1
10009,Store2,1,10/2/2017,9,1
20007,Store2,11,10/2/2017,10,1
20006,Store2,52,10/2/2017,11,1
20002,Store1,10,10/2/2017,3,1
10008,Store1,1,10/2/2017,4,1
10003,Store1,1,10/2/2017,5,1
30004,Store1,3,10/2/2017,8,1
10008,Store1,14,10/2/2017,10,1
20009,Store1,56,10/2/2017,11,1
30002,Store2,1,10/2/2017,2,0
10002,Store2,1,10/2/2017,2,1
20001,Store2,6,10/2/2017,3,0
20003,Store2,22,10/2/2017,3,1
20004,Store2,3,10/2/2017,4,0
30006,Store2,28,10/2/2017,4,1
30004,Store2,1,10/2/2017,5,0
20006,Store2,18,10/2/2017,5,1
20006,Store2,4,10/2/2017,6,0
10004,Store2,32,10/2/2017,6,1
30005,Store2,1,10/2/2017,7,0
30006,Store2,18,10/2/2017,7,1
10009,Store2,38,10/2/2017,8,1
10007,Store2,23,10/2/2017,9,1
10004,Store2,1,10/2/2017,10,0
30007,Store2,31,10/2/2017,10,1
20006,Store2,137,10/2/2017,11,1
10007,Sale1,16,10/2/2017,3,1
30003,Sale1,32,10/2/2017,4,1
30007,Sale1,48,10/2/2017,5,1
30004,Sale1,56,10/2/2017,6,1
20004,Sale1,8,10/2/2017,7,1
10005,Sale1,80,10/2/2017,8,1
10007,Sale1,64,10/2/2017,9,1
10005,Sale1,104,10/2/2017,10,1
20007,Sale1,512,10/2/2017,11,1
20002,Store1,1,10/2/2017,3,0
10006,Store1,1,10/2/2017,3,1
30008,Store1,2,10/2/2017,4,1
30004,Store1,3,10/2/2017,5,1
30003,Store1,16,10/2/2017,6,1
10007,Store1,12,10/2/2017,7,1
10007,Store1,10,10/2/2017,8,1
10009,Store1,69,10/2/2017,9,1
10006,Store1,26,10/2/2017,10,1
20009,Store1,202,10/2/2017,11,1
20001,Store2,2,10/2/2017,1,0
20002,Store2,1,10/2/2017,2,0
20008,Store2,3,10/2/2017,2,1
20001,Store2,32,10/2/2017,3,0
20004,Store2,33,10/2/2017,3,1
20004,Store2,12,10/2/2017,4,0
10006,Store2,46,10/2/2017,4,1
10002,Store2,3,10/2/2017,5,0
30004,Store2,63,10/2/2017,5,1
30009,Store2,37,10/2/2017,6,1
20006,Store2,1,10/2/2017,7,0
30009,Store2,41,10/2/2017,7,1
10003,Store2,2,10/2/2017,8,0
10006,Store2,47,10/2/2017,8,1
10009,Store2,30,10/2/2017,9,1
20006,Store2,48,10/2/2017,10,1
20007,Store2,222,10/2/2017,11,1
20008,Sale2,0,10/2/2017,11,1
20009,Sale1,16,10/2/2017,3,1
30006,Sale1,32,10/2/2017,4,1
30004,Sale1,48,10/2/2017,5,1
30009,Sale1,64,10/2/2017,6,1
20007,Sale1,8,10/2/2017,7,1
10007,Sale1,80,10/2/2017,8,1
30008,Sale1,64,10/2/2017,9,1
10008,Sale1,104,10/2/2017,10,1
10006,Sale1,504,10/2/2017,11,1
30006,Store1,10,10/2/2017,3,1
10002,Store1,5,10/2/2017,4,1
30003,Store1,7,10/2/2017,6,1
20005,Store1,12,10/2/2017,7,1
20008,Store1,4,10/2/2017,8,1
10005,Store1,94,10/2/2017,9,1
30007,Store1,32,10/2/2017,10,1
30007,Store1,221,10/2/2017,11,1
20001,Store2,2,10/2/2017,3,0
10005,Store2,7,10/2/2017,3,1
10003,Store2,12,10/2/2017,4,0
30009,Store2,38,10/2/2017,4,1
10005,Store2,6,10/2/2017,5,0
20006,Store2,62,10/2/2017,5,1
10004,Store2,5,10/2/2017,6,0
30005,Store2,55,10/2/2017,6,1
30004,Store2,1,10/2/2017,7,0
30007,Store2,60,10/2/2017,7,1
10005,Store2,3,10/2/2017,8,0
10004,Store2,35,10/2/2017,8,1
30008,Store2,32,10/2/2017,9,1
10009,Store2,1,10/2/2017,10,0
10005,Store2,51,10/2/2017,10,1
10006,Store2,4,10/2/2017,11,0
30009,Store2,195,10/2/2017,11,1
20003,Sale2,0,10/2/2017,4,1
20009,Sale2,0,10/2/2017,6,1
20001,Store1,8,10/3/2017,1,0
10001,Store1,8,10/3/2017,2,0
30003,Store1,1,10/3/2017,2,1
20001,Store1,1,10/3/2017,3,0
30003,Store1,1,10/3/2017,3,1
20004,Store1,1,10/3/2017,4,1
30007,Store1,14,10/3/2017,6,1
10009,Store1,22,10/3/2017,8,1
20006,Store1,55,10/3/2017,11,1
30001,Store2,191,10/3/2017,1,0
30001,Store2,38,10/3/2017,1,1
20002,Store2,171,10/3/2017,2,0
20006,Store2,60,10/3/2017,2,1
20001,Store2,14,10/3/2017,3,0
20006,Store2,62,10/3/2017,3,1
20004,Store2,7,10/3/2017,4,0
10002,Store2,21,10/3/2017,4,1
30007,Store2,15,10/3/2017,5,1
10006,Store2,4,10/3/2017,6,0
30004,Store2,33,10/3/2017,6,1
30006,Store2,2,10/3/2017,7,0
20004,Store2,32,10/3/2017,7,1
30008,Store2,1,10/3/2017,8,0
10005,Store2,16,10/3/2017,8,1
20008,Store2,17,10/3/2017,9,1
30009,Store2,19,10/3/2017,10,1
20007,Store2,62,10/3/2017,11,1
30002,Store1,2,10/3/2017,2,0
10009,Store1,6,10/3/2017,6,1
20008,Store1,10,10/3/2017,10,1
30007,Store1,40,10/3/2017,11,1
20002,Store2,189,10/3/2017,2,0
10002,Store2,101,10/3/2017,2,1
10002,Store2,23,10/3/2017,3,0
20004,Store2,68,10/3/2017,3,1
20003,Store2,6,10/3/2017,4,0
30006,Store2,17,10/3/2017,4,1
30006,Store2,20,10/3/2017,5,1
